2012416222	大学生职业生涯规划	70
2012416223	体育1	88
2012416223	大学英语1	62
2012416223	普通化学	71
2012416223	工程图学	74
2012416223	高等数学	49
2012416223	包装概论	66
2012416223	计算机文化基础	
2012416223	法律基础与思想道德修养	75
2012416223	大学生职业生涯规划	89
2012416224	体育1	66
2012416224	大学英语1	69
2012416224	普通化学	71
2012416224	工程图学	53
2012416224	高等数学	45
2012416224	包装概论	40
2012416224	计算机文化基础	
2012416224	法律基础与思想道德修养	73
2012416224	大学生职业生涯规划	87
2012416225	体育1	78
2012416225	大学英语1	79
2012416225	普通化学	85
2012416225	工程图学	65
2012416225	高等数学	85
2012416225	包装概论	76
2012416225	计算机文化基础	
2012416225	法律基础与思想道德修养	76
2012416225	大学生职业生涯规划	73
2012416226	体育1	90
2012416226	大学英语1	72
2012416226	普通化学	81
2012416226	工程图学	98
2012416226	高等数学	83
2012416226	包装概论	74
2012416226	计算机文化基础	
2012416226	法律基础与思想道德修养	80
2012416226	大学生职业生涯规划	78
2012416227	体育1	84
2012416227	大学英语1	76
2012416227	普通化学	80
2012416227	工程图学	88
2012416227	高等数学	71
2012416227	包装概论	68
2012416227	计算机文化基础	
2012416227	法律基础与思想道德修养	78
2012416227	大学生职业生涯规划	73
2012416228	体育1	85
2012416228	大学英语1	81
2012416228	普通化学	77
2012416228	工程图学	86
2012416228	高等数学	68
2012416228	包装概论	78
2012416228	计算机文化基础	
2012416228	法律基础与思想道德修养	79
2012416228	大学生职业生涯规划	89
2012416229	体育1	88
2012416229	大学英语1	78
2012416229	普通化学	74
2012416229	工程图学	78
2012416229	高等数学	85
2012416229	包装概论	78
2012416229	计算机文化基础	
2012416229	法律基础与思想道德修养	80
2012416229	大学生职业生涯规划	81
2012416230	体育1	64
2012416230	大学英语1	82
2012416230	普通化学	84
2012416230	工程图学	91
2012416230	高等数学	76
2012416230	包装概论	82
2012416230	计算机文化基础	
2012416230	法律基础与思想道德修养	85
2012416230	大学生职业生涯规划	89
2012416231	体育1	78
2012416231	大学英语2	76
2012416231	普通化学	80
2012416231	工程图学	89
2012416231	高等数学	69
2012416231	包装概论	73
2012416231	计算机文化基础	
2012416231	法律基础与思想道德修养	76	
2012416231	大学生职业生涯规划	90
2012416232	体育1	83
2012416232	大学英语1	83
2012416232	普通化学	90
2012416232	工程图学	89
2012416232	高等数学	94
2012416232	包装概论	82
2012416232	计算机文化基础	
2012416232	法律基础与思想道德修养	81
2012416232	大学生职业生涯规划	74
2012416233	体育1	80
2012416233	大学英语1	82
2012416233	普通化学	92
2012416233	工程图学	91
2012416233	高等数学	88
2012416233	包装概论	96
2012416233	计算机文化基础	
2012416233	法律基础与思想道德修养	79
2012416233	大学生职业生涯规划	80
2012416235	体育1	93
2012416235	大学英语2	89
2012416235	普通化学	82
2012416235	工程图学	95
2012416235	高等数学	78
2012416235	包装概论	91
2012416235	计算机文化基础	
2012416235	法律基础与思想道德修养	82
2012416235	大学生职业生涯规划	90
2012416237	体育1	83
2012416237	大学英语1	74
2012416237	普通化学	63
2012416237	工程图学	82
2012416237	高等数学	65
2012416237	包装概论	75
2012416237	计算机文化基础	
2012416237	法律基础与思想道德修养	78
2012416237	大学生职业生涯规划	91
2012416238	体育1	83
2012416238	大学英语1	82
2012416238	普通化学	83
2012416238	工程图学	97
2012416238	高等数学	74
2012416238	包装概论	76
2012416238	计算机文化基础	
2012416238	法律基础与思想道德修养	74
2012416238	大学生职业生涯规划	81
2012416239	体育1	88
2012416239	大学英语1	61
2012416239	普通化学	77
2012416239	工程图学	97
2012416239	高等数学	67
2012416239	包装概论	66
2012416239	计算机文化基础	
2012416239	法律基础与思想道德修养	73
2012416239	大学生职业生涯规划	87
2012416240	体育1	0
2012416240	大学英语1	77
2012416240	普通化学	90
2012416240	工程图学	93
2012416240	高等数学	90
2012416240	包装概论	78
2012416240	计算机文化基础	
2012416240	法律基础与思想道德修养	77
2012416240	大学生职业生涯规划	92
2012416241	体育1	89
2012416241	大学英语2	86
2012416241	普通化学	75
2012416241	工程图学	82
2012416241	高等数学	75
2012416241	包装概论	93
2012416241	计算机文化基础	
2012416241	法律基础与思想道德修养	78	
2012416241	大学生职业生涯规划	75
2012416242	体育1	89
2012416242	大学英语2	79
2012416242	普通化学	76
2012416242	工程图学	70
2012416242	高等数学	62
2012416242	包装概论	60
2012416242	计算机文化基础	
